epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2629.01,2.72032,3.96727,2.89076,0.38537,0.25767,0.27312,0.14534,1.62833,1.46887,1.56142,0.00333133,0.00333133,0.00333133
2,5518.59,1.37959,1.18673,1.35343,0.59509,0.43008,0.47048,0.28846,1.18634,0.92448,1.20589,0.00663168,0.00663168,0.00663168
3,8765.87,1.1233,0.85138,1.16167,0.68017,0.53502,0.59694,0.39126,1.00739,0.74493,1.09229,0.00989902,0.00989902,0.00989902
4,11512.8,0.9918,0.70893,1.081,0.74251,0.57979,0.65909,0.44404,0.93057,0.65576,1.0476,0.0098515,0.0098515,0.0098515
5,14339.9,0.91661,0.63192,1.03791,0.76514,0.62457,0.70285,0.48153,0.88381,0.59381,1.02214,0.009802,0.009802,0.009802
6,16380.7,0.87173,0.58598,1.01319,0.78364,0.64362,0.72692,0.50471,0.85466,0.56146,1.00418,0.0097525,0.0097525,0.0097525
7,18363.5,0.83877,0.55286,0.99444,0.79829,0.65966,0.74674,0.5236,0.83361,0.53379,0.99409,0.009703,0.009703,0.009703
